Date,High,Low,Mid,Last,Bid,Ask,Volume
2017-04-21,77.959,74.856,76.457,76.381,76.381,76.533,5775.14419665
2017-04-22,78.0,75.51,76.9395,77.205,76.705,77.174,2901.43935847
2017-04-23,78.4,76.4,76.6225,76.411,76.402,76.843,1743.32372198
2017-04-24,78.1,76.0,76.884,76.902,76.768,77.0,3880.76065649
2017-04-25,78.8,77.0,77.9585,78.492,77.82,78.097,4568.6428702
2017-04-26,78.6,76.415,78.172,78.321,78.023,78.321,2700.43452099
2017-04-27,89.0,77.549,86.641,86.587,86.347,86.935,13573.43755159
2017-04-28,87.068,82.755,86.2455,85.978,85.977,86.514,6736.90054207
2017-04-29,109.27,85.46,104.67,104.97,104.34,105.0,43886.59185373
2017-04-30,105.3,95.65,97.9035,97.89,97.9,97.907,14110.20876163
2017-05-01,103.5,90.01,92.143,92.299,92.001,92.285,21849.50805116
2017-05-02,96.481,90.06,91.961,92.0,91.922,92.0,16803.15339467
2017-05-03,97.3,91.01,97.0275,96.978,96.986,97.069,16157.18474759
2017-05-04,101.97,92.746,95.882,95.499,95.609,96.155,23773.31060776
2017-05-05,108.2,95.501,98.5665,99.034,98.161,98.972,26899.50057624
2017-05-06,103.03,97.209,100.28,100.1,100.02,100.54,6214.27019645
2017-05-07,114.0,99.014,107.12,107.14,107.1,107.14,16614.60975627
2017-05-08,109.7,96.5,99.975,100.28,99.66,100.29,15363.39684816
2017-05-09,102.96,82.0,95.372,95.379,94.993,95.751,26376.45239574
2017-05-10,97.407,90.916,91.2745,91.275,91.274,91.275,5634.50955822
2017-05-11,95.09,90.3,92.1245,92.481,91.835,92.414,5281.55152996
2017-05-12,93.945,87.125,89.7385,89.392,89.55,89.927,3904.24079882
2017-05-13,91.212,85.401,90.732,90.113,90.499,90.965,7228.06282961
2017-05-14,93.0,90.0,90.767,90.39,90.52,91.014,906.8946486
2017-05-15,93.0,83.028,92.719,93.0,92.453,92.985,7173.38594452
2017-05-16,94.0,86.523,87.2015,88.2,86.983,87.42,3434.30291875
2017-05-17,95.0,80.173,85.4835,85.232,85.296,85.671,14425.06177792
2017-05-18,92.98,84.625,91.769,91.9,91.518,92.02,6135.77298156
2017-05-19,102.5,90.0,98.4155,98.028,98.107,98.724,16187.4806045
2017-05-20,106.0,97.64,102.61,102.45,102.29,102.93,10689.04074626
2017-05-21,102.64,97.504,102.09,102.01,102.0,102.18,5286.31203299
2017-05-22,143.93,95.0,115.005,115.02,115.0,115.01,63638.21522222
2017-05-23,139.0,114.0,132.38,132.25,132.27,132.49,22868.81432396
2017-05-24,166.84,131.83,141.925,141.76,141.76,142.09,33018.57733717
2017-05-25,145.15,123.01,125.065,125.0,124.64,125.49,21369.47010163
2017-05-26,135.0,108.1,108.535,108.1,108.1,108.97,17581.36465713
2017-05-27,113.8,84.0,96.823,97.592,96.105,97.541,25565.43365679
2017-05-28,112.33,95.645,101.745,102.57,101.42,102.07,10803.11893305
2017-05-29,116.0,99.027,114.0,113.87,113.5,114.5,8627.70970906
2017-05-30,124.64,111.71,115.3,115.2,115.23,115.37,13211.86157762
2017-05-31,138.43,110.02,135.635,135.9,135.57,135.7,14078.99667463
2017-06-01,144.19,125.0,131.465,131.65,131.28,131.65,13478.70324691
2017-06-02,140.0,130.01,139.985,139.99,139.98,139.99,5785.03958128
2017-06-03,145.0,138.0,140.535,141.3,140.23,140.84,6137.86108947
2017-06-04,141.72,136.0,140.13,140.03,140.03,140.23,3425.63162909
2017-06-05,144.88,137.92,142.655,142.14,142.49,142.82,5536.36254846
2017-06-06,146.6,129.0,142.42,143.06,142.15,142.69,17259.65235817
2017-06-07,152.6,133.44,136.87,137.2,136.56,137.18,14522.47336067
2017-06-08,144.99,135.22,143.39,143.57,143.14,143.64,4278.42635894
2017-06-09,149.75,142.25,147.04,147.27,146.89,147.19,2974.65661322
2017-06-10,151.92,141.29,146.005,146.4,145.13,146.88,5781.06932044
2017-06-11,199.0,144.0,190.275,191.56,189.14,191.41,47247.27858855
2017-06-12,194.65,150.0,158.065,158.99,156.41,159.72,16170.97334867
2017-06-13,181.7,159.56,180.685,180.47,180.47,180.9,10946.10879558
2017-06-14,190.0,146.55,152.16,151.26,151.26,153.06,28748.6895595
2017-06-15,160.9,132.03,156.36,156.07,155.98,156.74,11913.84742627
2017-06-16,162.0,149.26,158.705,158.7,158.7,158.71,3464.44370441
2017-06-17,185.6,153.0,179.675,179.23,179.28,180.07,13012.08440158
2017-06-18,187.5,169.0,185.415,185.26,185.32,185.51,7261.93723032
2017-06-19,198.0,185.32,196.32,195.97,196.04,196.6,11952.42015196
2017-06-20,199.0,180.0,189.955,190.18,189.73,190.18,8144.66007381
2017-06-21,193.56,169.0,175.54,175.35,175.12,175.96,4829.31280376
2017-06-22,186.5,169.87,178.95,178.61,178.64,179.26,3388.39446685
2017-06-23,189.78,178.5,186.385,186.6,186.31,186.46,1833.78352149
2017-06-24,186.3,170.63,172.915,171.9,172.13,173.7,2362.53602513
2017-06-25,176.77,159.0,162.755,162.67,162.0,163.51,7300.45415993
2017-06-26,167.45,141.15,155.96,156.98,154.81,157.11,11223.69221386
2017-06-27,171.0,142.25,170.495,170.99,170.03,170.96,11106.57253842
2017-06-28,183.03,166.62,181.045,179.85,180.79,181.3,9411.33651855
2017-06-29,181.22,166.0,172.89,172.54,172.54,173.24,7243.57399841
2017-06-30,181.19,171.35,175.485,174.88,174.69,176.28,3986.76235124
2017-07-01,177.0,157.0,158.27,158.3,157.82,158.72,4420.45851496
2017-07-02,170.0,157.0,168.715,168.45,168.34,169.09,2970.30766269
2017-07-03,183.0,167.39,179.945,180.05,178.88,181.01,5032.46870948
2017-07-04,188.06,177.02,179.95,179.81,179.58,180.32,4164.87708231
2017-07-05,213.05,178.25,205.335,205.4,204.84,205.83,19672.87770039
2017-07-06,225.55,202.0,209.775,210.0,209.56,209.99,16370.96588888
2017-07-07,211.77,185.62,187.99,187.4,187.45,188.53,8900.27313344
2017-07-08,210.0,183.33,206.74,206.02,206.1,207.38,9426.40641152
2017-07-09,211.0,197.5,198.64,199.39,198.2,199.08,4149.80279
2017-07-10,199.28,171.01,172.1,171.03,171.03,173.17,8111.41111126
2017-07-11,179.4,152.01,162.6,162.42,162.39,162.81,17244.71749932
2017-07-12,179.12,152.32,178.31,178.2,178.2,178.42,6576.18024305
2017-07-13,181.99,163.53,169.7,169.01,169.4,170.0,6341.31648805
2017-07-14,171.99,152.04,159.945,160.45,159.32,160.57,4438.90387428
2017-07-15,161.97,141.0,143.605,143.24,143.25,143.96,10274.45225577
2017-07-16,145.14,120.0,134.49,133.3,133.57,135.41,24456.11921533
2017-07-17,151.77,130.72,149.94,151.77,149.94,149.94,9059.20997555
2017-07-18,166.6,145.0,156.57,155.56,155.56,157.58,7363.84026153
2017-07-19,170.49,152.18,157.0,155.94,156.03,157.97,5048.68919993
2017-07-20,196.0,153.0,187.0,186.8,186.8,187.2,18204.6731772
2017-07-21,198.0,180.76,187.265,187.99,186.48,188.05,9706.67415027
2017-07-22,197.47,185.18,196.74,196.62,196.62,196.86,4879.78769931
2017-07-23,199.0,186.36,191.545,190.84,190.95,192.14,3355.15431268
2017-07-24,218.95,190.0,206.6,205.73,205.37,207.83,13887.85019688
2017-07-25,213.79,184.03,191.765,193.14,190.54,192.99,9996.12719163
2017-07-26,202.24,183.51,188.355,188.53,187.93,188.78,5864.18718517
2017-07-27,199.66,188.78,195.185,195.02,195.0,195.37,7272.15589315
2017-07-28,196.46,180.07,184.45,183.52,183.82,185.08,6789.22624049
2017-07-29,186.62,168.67,184.31,184.48,184.14,184.48,9295.61134962
2017-07-30,188.0,169.83,170.075,170.93,169.99,170.16,4618.69404038
2017-07-31,179.78,168.0,176.32,176.54,175.94,176.7,5495.49126945
2017-08-01,186.0,172.5,182.285,182.57,182.05,182.52,12086.41603565
2017-08-02,185.67,180.0,183.13,183.37,182.9,183.36,3839.02400494
2017-08-03,191.67,178.21,188.175,187.31,187.65,188.7,4556.59445393
2017-08-04,191.17,185.7,186.725,186.29,186.33,187.12,4104.94824742
2017-08-05,197.5,185.7,192.555,192.97,192.04,193.07,9427.57326971
2017-08-06,196.41,188.5,190.315,191.0,189.95,190.68,3111.71326854
2017-08-07,199.06,186.83,196.605,196.52,196.52,196.69,8679.24070135
2017-08-08,203.3,191.57,203.02,202.81,203.0,203.04,4009.22922533
2017-08-09,206.66,191.35,197.94,198.12,197.57,198.31,6162.69134909
2017-08-10,207.04,194.09,201.75,201.16,201.31,202.19,5660.71529315
2017-08-11,208.53,198.0,207.52,207.4,207.4,207.64,5533.09069202
2017-08-12,211.18,200.0,204.755,204.97,204.56,204.95,5771.65880131
2017-08-13,208.56,190.72,198.37,198.11,198.26,198.48,9173.76698697
2017-08-14,203.76,193.6,197.34,197.12,197.12,197.56,6166.12205358
2017-08-15,205.8,190.0,202.505,202.71,202.32,202.69,8903.20020905
2017-08-16,234.95,197.61,228.36,228.53,227.88,228.84,16723.46235778
2017-08-17,262.78,227.88,238.87,239.48,238.41,239.33,27977.50560699
2017-08-18,240.0,216.83,224.325,225.39,223.5,225.15,7501.16532867
2017-08-19,318.99,221.44,299.89,300.82,299.01,300.77,40015.23823383
2017-08-20,323.99,282.01,300.05,299.01,299.01,301.09,17942.71829526
2017-08-21,300.47,275.01,278.61,279.73,278.01,279.21,7297.06093637
2017-08-22,302.87,252.7,287.76,287.04,287.01,288.51,13829.8994606
2017-08-23,297.55,285.96,292.025,292.47,292.02,292.03,7279.75498398
2017-08-24,312.31,289.75,303.32,303.01,303.01,303.63,6954.43140259
2017-08-25,320.99,302.49,314.56,314.99,314.13,314.99,9997.28678941
2017-08-26,412.77,313.18,403.33,403.0,403.0,403.66,35878.47348853
2017-08-27,403.22,355.14,365.145,364.62,364.62,365.67,15777.24962066
2017-08-28,368.97,346.0,353.62,353.91,352.59,354.65,8927.28207785
2017-08-29,369.5,351.8,357.28,357.98,356.56,358.0,8264.55725337
2017-08-30,376.91,357.27,368.505,370.0,367.21,369.8,4887.02239457
2017-08-31,382.91,369.06,381.7,381.4,381.4,382.0,5590.62082519
2017-09-01,395.1,375.11,394.995,395.0,394.99,395.0,11175.59953275
2017-09-02,401.01,328.01,341.84,341.53,341.53,342.15,17921.96430655
2017-09-03,374.4,333.55,354.995,354.84,354.63,355.36,9109.50588091
2017-09-04,360.42,294.97,323.635,322.74,322.75,324.52,15790.53165306
2017-09-05,329.99,279.84,329.56,329.99,329.13,329.99,27534.28387941
2017-09-06,353.62,323.32,348.135,348.59,347.69,348.58,8603.10128826
2017-09-07,352.97,333.14,344.285,344.29,344.28,344.29,4769.05984462
2017-09-08,372.83,313.59,326.4,325.9,325.94,326.86,16243.08467995
2017-09-09,334.23,312.63,325.005,325.51,324.53,325.48,9408.7116158
2017-09-10,328.66,295.45,326.185,326.82,326.01,326.36,10743.39533845
2017-09-11,333.4,315.0,319.305,319.74,318.84,319.77,9482.15927523
2017-09-12,331.1,317.61,326.5,326.0,326.0,327.0,13218.6282343
2017-09-13,327.58,283.16,302.68,303.76,301.69,303.67,7671.24066613
2017-09-14,304.08,242.0,243.33,245.82,242.97,243.69,15067.96623865
2017-09-15,300.0,219.6,295.2,294.87,294.8,295.6,26669.28168805
2017-09-16,304.98,275.0,299.58,299.13,299.18,299.98,10536.53646593
2017-09-17,310.04,275.0,307.305,307.5,307.1,307.51,7778.09456994
2017-09-18,339.94,307.51,332.85,332.6,332.6,333.1,11141.34701233
2017-09-19,336.0,311.36,324.345,325.04,324.12,324.57,7406.98984294
2017-09-20,349.0,315.98,348.995,348.99,348.99,349.0,13279.17378981
2017-09-21,370.0,320.67,330.02,329.44,329.44,330.6,37234.44152753
2017-09-22,358.47,325.2,341.805,342.3,341.66,341.95,18568.22692721
2017-09-23,359.03,335.27,349.765,350.53,349.14,350.39,11580.197037
2017-09-24,359.13,329.11,333.995,333.87,333.88,334.11,15093.5385581
2017-09-25,352.01,327.0,349.385,349.22,349.22,349.55,14117.49769613
2017-09-26,355.75,339.05,343.29,342.57,342.57,344.01,6885.37400395
2017-09-27,355.0,335.7,352.49,353.06,352.07,352.91,9901.03605155
2017-09-28,353.75,335.67,343.155,343.15,342.96,343.35,8429.21886616
2017-09-29,344.23,318.1,328.415,327.79,328.05,328.78,13596.11526792
2017-09-30,335.47,326.55,329.27,329.95,329.0,329.54,5848.72987238
2017-10-01,330.62,313.09,317.615,318.03,316.67,318.56,6326.15608378
2017-10-02,322.55,305.4,306.02,306.23,305.81,306.23,5679.82579941
2017-10-03,310.39,289.1,294.685,295.04,294.33,295.04,7708.03796463
2017-10-04,317.3,294.01,303.695,303.67,303.67,303.72,11803.78338903
2017-10-05,310.97,292.4,307.845,307.66,307.49,308.2,6613.15475918
2017-10-06,312.9,303.03,304.2,304.1,304.1,304.3,5366.23256468
2017-10-07,315.0,301.04,311.51,312.0,311.48,311.54,3611.5257204
2017-10-08,317.71,301.9,302.05,301.9,301.9,302.2,6040.19914817
2017-10-09,304.09,270.1,283.86,284.0,283.72,284.0,17862.15574835
2017-10-10,297.21,279.28,292.48,293.53,291.49,293.47,6316.43056613
2017-10-11,301.93,285.05,299.205,298.64,298.81,299.6,5192.70009204
2017-10-12,300.79,287.2,292.875,292.87,292.87,292.88,6007.06284157
2017-10-13,311.53,287.17,308.09,308.83,307.36,308.82,16450.81914007
2017-10-14,319.42,303.98,318.69,318.89,318.62,318.76,9259.39244917
2017-10-15,319.66,290.0,307.315,307.98,306.72,307.91,12511.62260682
2017-10-16,313.08,295.57,302.215,302.5,302.17,302.26,11349.27506979
2017-10-17,302.5,295.0,299.155,298.78,298.76,299.55,12343.66596141
2017-10-18,300.0,277.5,296.365,297.1,295.63,297.1,11475.7236957
2017-10-19,299.99,290.0,295.975,295.78,295.78,296.17,3789.59223748
2017-10-20,301.96,286.51,288.51,287.85,287.99,289.03,11031.08207418
2017-10-21,291.95,270.0,279.495,279.55,279.16,279.83,9369.70738701
2017-10-22,284.07,256.51,272.89,273.21,272.49,273.29,19386.94958023
2017-10-23,289.12,261.11,281.93,282.29,281.57,282.29,12370.37016991
2017-10-24,300.99,270.32,293.175,293.0,293.0,293.35,19928.62370069
2017-10-25,297.96,280.41,287.07,286.26,286.06,288.08,6871.91180728
2017-10-26,290.0,275.45,285.695,285.5,285.5,285.89,10360.86677094
2017-10-27,288.0,277.12,279.785,279.81,279.27,280.3,7602.78933246
2017-10-28,286.73,257.36,271.91,272.82,270.99,272.83,17848.22650529
2017-10-29,290.0,272.72,283.42,284.19,282.84,284.0,10744.78343739
2017-10-30,288.5,281.58,285.03,285.4,284.66,285.4,5845.25790398
2017-10-31,286.58,278.0,279.57,280.21,279.1,280.04,5952.66680375
2017-11-01,280.15,269.04,271.61,270.89,270.93,272.29,9025.5772878
2017-11-02,272.45,247.59,258.67,259.22,258.12,259.22,17763.32080453
2017-11-03,274.99,252.18,271.19,270.97,271.08,271.3,14197.33145597
2017-11-04,280.99,257.1,270.75,271.26,270.32,271.18,16925.13586663
2017-11-05,275.98,268.51,270.715,270.03,270.03,271.4,5996.16999253
2017-11-07,279.69,264.31,273.015,272.62,272.25,273.78,11421.89152854
2017-11-08,303.0,273.61,289.29,288.76,288.76,289.82,27119.94104518
2017-11-09,316.95,285.0,314.35,314.48,313.53,315.17,32006.1672175
2017-11-10,338.0,310.21,324.965,325.93,324.05,325.88,29578.24548561
2017-11-11,352.41,305.12,326.97,328.71,325.28,328.66,37962.71014227
2017-11-12,350.51,315.13,342.885,342.28,342.37,343.4,23203.1614763
2017-11-13,493.77,310.0,482.995,485.0,481.01,484.98,137185.74776702
2017-11-14,494.53,394.0,420.615,421.33,419.97,421.26,78991.90815242
2017-11-15,440.0,400.0,422.45,422.46,422.0,422.9,29024.07265244
2017-11-16,441.49,408.54,421.355,420.74,420.75,421.96,19585.8636864
2017-11-17,427.27,408.78,420.755,420.2,420.21,421.3,20296.81798183
2017-11-18,444.93,411.0,424.135,423.8,423.8,424.47,26828.46720411
2017-11-19,478.98,421.0,454.32,454.0,453.68,454.96,39429.89594306
2017-11-20,455.0,423.94,442.125,442.3,441.95,442.3,17345.42282876
2017-11-21,496.8,437.0,474.81,475.8,473.82,475.8,18114.15695047
2017-11-22,525.0,451.53,492.65,493.13,491.9,493.4,61614.13840222
2017-11-23,596.87,492.12,572.63,573.37,571.89,573.37,65182.62591622
2017-11-24,584.36,547.0,557.295,557.36,557.24,557.35,31127.05711782
2017-11-25,568.92,541.11,561.905,562.77,561.04,562.77,16708.48327813
2017-11-27,644.91,612.0,618.185,617.54,617.6,618.77,23402.99345462
2017-11-28,642.0,598.14,623.205,623.6,622.88,623.53,19667.61054533
2017-11-29,630.91,600.0,608.4,607.72,607.8,609.0,20007.19307025
2017-11-30,766.06,580.0,662.33,666.41,661.43,663.23,92068.68998607
2017-12-01,811.72,637.71,756.59,757.06,756.14,757.04,98420.51591459
2017-12-02,794.89,728.65,784.87,783.45,783.83,785.91,35052.05976385
2017-12-03,793.47,750.0,764.435,764.43,764.43,764.44,21293.97987593
2017-12-04,810.73,718.44,758.61,759.94,757.54,759.68,27621.23580004
2017-12-05,770.5,724.67,765.515,766.0,765.03,766.0,15497.02335284
2017-12-06,768.79,728.0,730.17,730.0,729.88,730.46,17799.60845898
2017-12-07,763.99,641.51,665.265,664.06,664.07,666.46,34703.13498958
2017-12-08,689.19,617.37,660.365,660.98,659.76,660.97,32190.19086784
2017-12-09,745.59,620.0,698.08,699.31,697.22,698.94,45275.65230709
2017-12-10,750.0,688.98,703.65,704.28,703.02,704.28,31247.16309927
2017-12-11,704.23,625.31,675.12,676.78,674.12,676.12,27540.11037683
2017-12-12,762.85,675.53,760.405,760.8,760.01,760.8,19444.09535062
2017-12-14,945.0,784.21,877.99,876.25,876.32,879.66,38904.20421197
2017-12-15,982.34,840.0,928.87,927.4,927.53,930.21,30117.87704143
2017-12-16,940.0,828.0,893.31,893.0,893.27,893.35,21622.44740565
2017-12-17,990.0,881.1,989.995,990.0,989.99,990.0,17348.65187083
2017-12-18,1157.3,989.02,1082.75,1085.0,1081.3,1084.2,50481.97546464
2017-12-19,1190.0,1014.7,1141.55,1141.6,1141.5,1141.6,27915.49444951
2017-12-20,1223.4,1072.6,1136.45,1135.2,1135.2,1137.7,29625.87832515
2017-12-21,1568.7,1094.4,1427.75,1424.6,1424.8,1430.7,65244.71403181
2017-12-22,1519.0,1281.4,1355.2,1352.1,1353.2,1357.2,37006.16475893
2017-12-23,1369.1,801.0,1077.45,1075.0,1075.9,1079.0,68327.84073394
2017-12-24,1253.0,1067.4,1159.5,1160.7,1159.0,1160.0,30845.2423358
2017-12-25,1159.8,950.0,1091.65,1091.8,1091.5,1091.8,19329.38920759
2017-12-26,1177.2,1055.3,1101.5,1100.4,1099.5,1103.5,10429.16813389
2017-12-27,1183.0,1100.9,1178.0,1180.8,1176.2,1179.8,10135.62385682
2017-12-28,1209.9,1100.0,1133.45,1130.5,1131.3,1135.6,12750.44361643
2017-12-29,1138.4,982.41,1099.5,1100.0,1099.0,1100.0,14271.22762223
2017-12-30,1144.4,1017.6,1089.1,1087.9,1087.8,1090.4,13983.30741042
2017-12-31,1094.8,870.0,941.05,940.1,940.1,942.0,20502.97235505
2018-01-01,1053.8,920.01,1011.65,1010.9,1010.9,1012.4,10901.79328431
2018-01-02,1038.6,967.0,1019.3,1018.4,1018.4,1020.2,7266.22051779
2018-01-03,1195.4,1018.9,1161.8,1160.5,1160.5,1163.1,19570.29893427
2018-01-04,1171.7,1087.0,1130.0,1131.4,1128.8,1131.2,15494.93771922
2018-01-05,1200.0,1032.3,1118.6,1118.0,1118.0,1119.2,22178.18033987
2018-01-06,1160.0,1057.5,1080.65,1080.0,1080.0,1081.3,19336.69487279
2018-01-07,1183.9,1057.6,1160.45,1160.9,1160.0,1160.9,17470.61176575
2018-01-08,1247.3,1151.0,1159.1,1161.4,1157.7,1160.5,21696.769599
2018-01-09,1185.8,967.08,1073.75,1073.0,1073.0,1074.5,21690.24728825
2018-01-10,1130.0,1032.9,1105.95,1104.5,1104.8,1107.1,18322.3929032
2018-01-11,1108.6,1017.2,1091.6,1093.1,1089.6,1093.6,18238.99050143
2018-01-12,1103.9,950.0,994.635,993.7,993.57,995.7,19508.98737525
2018-01-13,1062.6,960.0,1046.0,1048.6,1044.3,1047.7,13495.58816007
2018-01-14,1128.6,1045.7,1091.5,1093.3,1090.1,1092.9,13958.14994434
2018-01-15,1107.5,969.05,991.945,990.0,990.8,993.09,15039.39452532
2018-01-16,1031.7,925.9,928.305,928.3,928.01,928.6,15492.54782663
2018-01-17,929.89,623.27,738.0,736.5,736.6,739.4,57030.86068612
2018-01-18,825.0,610.1,790.755,791.59,789.91,791.6,38482.28067893
2018-01-19,887.05,740.0,815.025,815.0,815.0,815.05,24494.26632658
2018-01-20,863.96,776.45,839.05,838.38,838.4,839.7,11981.07247472
2018-01-21,957.99,829.21,918.995,919.0,918.99,919.0,13057.66719025
2018-01-22,925.56,790.0,816.73,818.3,815.06,818.4,11075.6316763
2018-01-23,842.39,700.0,757.93,758.66,757.2,758.66,10680.98062339
2018-01-24,800.0,682.97,755.355,754.31,754.61,756.1,13848.59435774
2018-01-25,823.88,775.33,790.67,790.75,790.6,790.74,8348.84156189
2018-01-26,815.0,730.21,777.455,777.5,777.41,777.5,9999.87633038
2018-01-27,793.98,746.94,772.3,773.2,772.1,772.5,6997.28211135
2018-01-28,825.42,765.01,820.3,821.93,819.8,820.8,8711.16835218
2018-01-29,827.6,748.11,766.44,766.77,765.41,767.47,7593.88265134
2018-01-30,780.0,673.0,676.35,676.3,676.3,676.4,12823.70810079
2018-01-31,700.29,652.0,697.0,697.87,696.7,697.3,6519.95060697
2018-02-01,708.52,588.93,627.9,628.1,627.7,628.1,11603.86542374
2018-02-02,627.7,452.06,585.695,585.69,585.69,585.7,37029.74321258
2018-02-03,646.9,530.8,629.26,629.81,628.71,629.81,13418.10747233
2018-02-04,649.84,526.26,549.95,550.0,549.9,550.0,14442.47386466
2018-02-05,554.88,430.0,447.345,449.05,445.71,448.98,19171.05189215
2018-02-06,536.07,385.0,527.41,525.12,525.5,529.32,25829.04980475
2018-02-07,583.83,486.9,522.27,521.7,522.01,522.53,15678.20002319
2018-02-08,612.89,516.8,602.74,604.08,601.41,604.07,12099.81106935
2018-02-09,640.0,572.44,636.165,633.13,635.87,636.46,9401.32977079
2018-02-10,671.98,596.2,632.785,632.0,631.4,634.17,12897.49499609
2018-02-11,633.09,555.77,578.515,579.54,577.89,579.14,8604.46127598
2018-02-12,628.38,575.2,620.88,621.39,620.4,621.36,5171.57426405
2018-02-13,627.0,575.1,598.54,598.0,597.9,599.18,4540.01588987
2018-02-14,683.04,587.15,677.72,677.9,676.8,678.64,14872.42814736
2018-02-15,700.0,656.17,699.78,699.71,699.71,699.85,11379.97481819
2018-02-16,720.0,674.2,695.24,695.59,695.0,695.48,10827.09850866
2018-02-17,748.0,689.0,737.685,737.8,737.1,738.27,9592.32170549
2018-02-18,742.16,663.7,685.355,685.1,685.1,685.61,16053.69842648
2018-02-19,733.1,682.44,727.04,728.4,725.73,728.35,9654.65650461
2018-02-20,736.98,675.98,680.34,680.2,680.2,680.48,18600.42624654
2018-02-21,716.11,650.86,658.71,657.5,657.62,659.8,24696.87996412
2018-02-22,678.86,590.0,629.075,629.0,629.0,629.15,13345.1356152
2018-02-23,648.8,602.14,627.08,625.94,626.5,627.66,9289.49041508
2018-02-24,640.0,572.0,587.855,587.58,587.58,588.13,10284.88032681
2018-02-25,599.8,575.0,587.19,588.0,586.49,587.89,4348.197059
2018-02-26,629.98,574.0,618.795,618.3,618.4,619.19,7613.82003223
2018-02-27,645.11,604.02,612.795,613.76,612.0,613.59,9919.5025527
2018-02-28,621.93,581.0,581.85,581.6,581.48,582.22,8581.00082019
2018-03-01,624.9,580.0,617.77,618.4,617.01,618.53,6330.93214359
2018-03-02,622.79,592.91,602.98,602.3,602.5,603.46,6362.18825995
2018-03-03,615.28,596.03,609.945,609.02,609.18,610.71,4475.83147351
2018-03-04,622.28,592.9,620.355,622.18,619.8,620.91,5379.34222053
2018-03-05,624.0,605.0,616.66,616.0,616.0,617.32,4603.2323865
2018-03-06,616.2,561.1,578.03,578.59,577.5,578.56,8349.99659166
2018-03-07,587.0,500.1,514.995,514.67,514.06,515.93,11294.25768606
2018-03-08,530.86,478.46,491.53,491.5,490.6,492.46,10730.90772942
